strategy_variant,subset,period_split,window,variant,period_count,mean_period_return_pct,median_period_return_pct,compounded_return_pct,max_drawdown_pct,worst_period_return_pct,best_period_return_pct,win_rate_pct,std_pct,monthly_t,sharpe_monthly
baseline,tier1_only,discovery,20,t1_net,11,1.8745312258798543,-1.5466723581653345,18.422585962798067,-18.74950363468033,-8.246407895036638,22.306303506950535,36.36363636363637,8.78241028818383,0.7079055213821148,0.21344154558594422
baseline,tier1_only,discovery,20,excess_csi300,11,-0.6679462941803119,-1.7754659974650533,-8.295096075703078,-15.619220554472324,-7.888424241286753,9.704008780988694,36.36363636363637,5.0996831229391395,-0.43440488055808196,-0.1309779996282101
baseline,tier1_only,discovery,20,excess_csi1000,11,-0.4576409178227147,0.20963067716539907,-6.767867871246914,-14.663697305212409,-14.366913463452955,6.626801246644664,54.54545454545454,6.111538213186069,-0.24835371394013453,-0.07488146222097124
baseline,tier1_only,discovery,20,excess_eligible,11,0.8495947662930909,0.15167459110172643,8.6471496198949,-4.884145506120429,-4.760315229484964,11.751592744656277,54.54545454545454,4.605919531686025,0.6117751394176874,0.18445714486507575
baseline,tier1_only,validation,5,close,12,1.766726230467967,1.9795008157450962,22.04769813063292,-9.54042738766111,-9.540427387661113,8.23407428489379,83.33333333333334,4.45290308748983,1.3744110456085237,0.39675829357963815
baseline,tier1_only,validation,5,t1,12,1.5084934133693215,1.6495393615856293,18.37212404381061,-9.587170460484817,-9.587170460484826,7.015711688309592,83.33333333333334,4.4584641274999655,1.172057085184515,0.33834373681844393
baseline,tier1_only,validation,5,t1_net,12,1.3484934133693214,1.4895393615856292,16.14834241767369,-9.747170460484833,-9.747170460484824,6.855711688309591,83.33333333333334,4.458464127499965,1.0477415714623413,0.3024569391624722
baseline,tier1_only,validation,5,excess_csi300,12,1.4488758773129085,1.1498608661867267,18.43324410158027,-3.7380974470461625,-3.4929227308403283,4.9533840552148085,66.66666666666666,2.5333104931462245,1.9812230993052906,0.5719298448543071
baseline,tier1_only,validation,5,excess_csi1000,12,1.3656896960231115,1.3361175163770396,17.570105182382644,-0.47649129817425306,-0.4764912981742544,3.6833127237310754,83.33333333333334,1.3050536218192692,3.6250524903150745,1.0464625155549658
baseline,tier1_only,validation,5,excess_eligible,12,0.6790743945881315,0.3792668118863315,8.276564486658788,-3.8041218745930583,-2.94517375197301,3.307821467655192,66.66666666666666,1.7649196073143754,1.3328554441473899,0.3847622247346769
baseline,tier1_only,validation,10,close,12,2.0586024225149138,3.5143768804099214,26.679020701343603,-6.702217409901367,-4.820909683031528,6.503748033560149,75.0,3.8663961156928393,1.844406978327033,0.5324344327161684
